"orderID";"customerID";"product";"quantity";"unitprice";"totalprice";"orderstatus";"couponcode";"referral_source";"order_date";"Items_In_Cart";"payment_method";"shipping_add";"tracking_no"
"ORD200179";"C27401";"Laptop";3;539.91;1619.73;"Delivered";"no code";"Email";"2024-11-24";8;"Credit Card";"500 Main St";"TRK14332053"
"ORD200180";"C87216";"Tablet";5;316.07;1580.35;"Returned";"no code";"Google";"2023-03-18";10;"Cash";"970 Main St";"TRK18713727"
"ORD200181";"C38966";"Printer";5;404.39;2021.95;"Shipped";"no code";"Referral";"2024-08-31";10;"Online";"247 Main St";"TRK17205146"
"ORD200182";"C16612";"Desk";1;600.54;600.54;"Pending";"WINTER15";"Google";"2025-03-19";4;"Debit Card";"596 Main St";"TRK96188223"
"ORD200183";"C39246";"Monitor";5;186.28;931.4;"Delivered";"SAVE10";"Email";"2024-04-18";8;"Debit Card";"258 Main St";"TRK16658182"
"ORD200184";"C65180";"Tablet";4;214.54;858.16;"Cancelled";"no code";"Referral";"2024-04-04";7;"Gift Card";"231 Main St";"TRK39255469"
"ORD200185";"C46877";"Laptop";1;210.7;210.7;"Shipped";"WINTER15";"Referral";"2025-02-02";2;"Online";"572 Main St";"TRK96935978"
"ORD200186";"C30334";"Phone";2;133.55;267.1;"Pending";"FREESHIP";"Facebook";"2023-12-07";7;"Cash";"322 Main St";"TRK66388885"
"ORD200187";"C21227";"Chair";1;590.87;590.87;"Returned";"FREESHIP";"Referral";"2023-02-08";6;"Gift Card";"689 Main St";"TRK79129657"
"ORD200188";"C97715";"Chair";2;363.91;727.82;"Shipped";"FREESHIP";"Referral";"2025-03-15";2;"Gift Card";"927 Main St";"TRK19515949"
"ORD200189";"C48939";"Printer";5;429.45;2147.25;"Cancelled";"WINTER15";"Email";"2023-07-05";5;"Gift Card";"597 Main St";"TRK62786764"
"ORD200190";"C35483";"Printer";3;223.7;671.1;"Returned";"SAVE10";"Email";"2024-08-31";3;"Cash";"725 Main St";"TRK79638203"
"ORD200191";"C51494";"Laptop";2;488.87;977.74;"Cancelled";"FREESHIP";"Google";"2025-03-08";4;"Online";"505 Main St";"TRK58520306"
"ORD200192";"C58410";"Desk";1;645.46;645.46;"Cancelled";"SAVE10";"Google";"2023-08-11";5;"Gift Card";"151 Main St";"TRK19749672"
"ORD200193";"C11644";"Printer";1;46.66;46.66;"Cancelled";"no code";"Google";"2023-07-21";6;"Cash";"429 Main St";"TRK81320339"
"ORD200194";"C53501";"Monitor";1;249.57;249.57;"Shipped";"FREESHIP";"Google";"2024-06-08";3;"Cash";"899 Main St";"TRK90144892"
"ORD200195";"C63619";"Chair";3;619.21;1857.63;"Cancelled";"no code";"Email";"2024-04-22";6;"Debit Card";"801 Main St";"TRK65385674"
"ORD200196";"C40882";"Desk";4;217.13;868.52;"Delivered";"WINTER15";"Email";"2025-01-24";8;"Cash";"719 Main St";"TRK64165503"
"ORD200197";"C80135";"Laptop";5;221.51;1107.55;"Returned";"WINTER15";"Referral";"2023-08-27";5;"Cash";"723 Main St";"TRK95222269"
"ORD200198";"C37594";"Laptop";4;340.3;1361.2;"Cancelled";"SAVE10";"Referral";"2024-06-11";8;"Cash";"926 Main St";"TRK94405162"
"ORD200199";"C87524";"Phone";1;625.0;625.0;"Returned";"WINTER15";"Google";"2025-01-23";5;"Online";"358 Main St";"TRK21114341"
"ORD200200";"C97681";"Tablet";5;433.26;2166.3;"Delivered";"SAVE10";"Google";"2025-06-07";9;"Credit Card";"895 Main St";"TRK37531040"
"ORD200201";"C10126";"Monitor";2;674.9;1349.8;"Shipped";"SAVE10";"Facebook";"2023-06-18";4;"Online";"146 Main St";"TRK75607531"
"ORD200202";"C36938";"Monitor";3;253.98;761.94;"Cancelled";"FREESHIP";"Email";"2025-02-06";3;"Credit Card";"636 Main St";"TRK52522904"
"ORD200203";"C99173";"Printer";3;356.84;1070.52;"Shipped";"SAVE10";"Instagram";"2025-01-21";5;"Online";"172 Main St";"TRK89849342"
"ORD200204";"C99775";"Laptop";4;413.71;1654.84;"Cancelled";"FREESHIP";"Facebook";"2023-09-05";9;"Gift Card";"478 Main St";"TRK21638425"
"ORD200205";"C19266";"Desk";3;147.39;442.17;"Returned";"no code";"Email";"2023-03-04";3;"Debit Card";"609 Main St";"TRK58357269"
"ORD200206";"C31072";"Laptop";4;229.1;916.4;"Returned";"WINTER15";"Email";"2024-04-16";8;"Gift Card";"729 Main St";"TRK77172975"
"ORD200207";"C54595";"Phone";1;121.96;121.96;"Delivered";"no code";"Google";"2025-03-18";3;"Debit Card";"999 Main St";"TRK44416659"
"ORD200208";"C87777";"Desk";2;408.32;816.64;"Shipped";"FREESHIP";"Facebook";"2024-10-08";3;"Online";"597 Main St";"TRK29003608"
"ORD200209";"C35854";"Tablet";5;187.97;939.85;"Returned";"SAVE10";"Google";"2023-08-29";9;"Cash";"706 Main St";"TRK30615168"
"ORD200210";"C93821";"Chair";3;358.48;1075.44;"Delivered";"FREESHIP";"Facebook";"2024-12-05";7;"Gift Card";"513 Main St";"TRK10658539"
"ORD200211";"C54390";"Printer";3;193.58;580.74;"Pending";"FREESHIP";"Email";"2025-01-03";7;"Gift Card";"185 Main St";"TRK83853742"
"ORD200212";"C53215";"Monitor";1;265.38;265.38;"Cancelled";"WINTER15";"Email";"2023-06-20";6;"Credit Card";"367 Main St";"TRK34751835"
"ORD200213";"C71122";"Laptop";1;634.4;634.4;"Cancelled";"SAVE10";"Email";"2023-04-20";6;"Cash";"317 Main St";"TRK54757882"
"ORD200214";"C29483";"Desk";4;305.72;1222.88;"Delivered";"no code";"Facebook";"2024-08-21";5;"Online";"673 Main St";"TRK89423603"
"ORD200215";"C26767";"Printer";1;303.6;303.6;"Shipped";"FREESHIP";"Facebook";"2023-08-10";5;"Cash";"432 Main St";"TRK24585307"
"ORD200216";"C70492";"Monitor";4;496.0;1984.0;"Cancelled";"WINTER15";"Google";"2025-04-15";8;"Online";"811 Main St";"TRK84625405"
"ORD200217";"C61549";"Desk";4;321.51;1286.04;"Returned";"no code";"Google";"2024-05-20";9;"Cash";"908 Main St";"TRK65596914"
"ORD200218";"C11665";"Tablet";3;112.46;337.38;"Shipped";"SAVE10";"Instagram";"2023-04-28";6;"Gift Card";"882 Main St";"TRK10993930"
"ORD200219";"C48946";"Laptop";5;61.97;309.85;"Delivered";"SAVE10";"Email";"2025-05-02";6;"Cash";"457 Main St";"TRK99387220"
"ORD200220";"C79506";"Laptop";2;373.17;746.34;"Pending";"SAVE10";"Referral";"2023-07-18";6;"Credit Card";"497 Main St";"TRK95188748"
"ORD200221";"C93473";"Tablet";5;639.37;3196.85;"Pending";"SAVE10";"Google";"2024-02-23";6;"Debit Card";"552 Main St";"TRK50003989"
"ORD200222";"C43124";"Chair";4;693.36;2773.44;"Shipped";"no code";"Instagram";"2023-05-04";8;"Online";"931 Main St";"TRK17293348"
"ORD200223";"C22783";"Phone";4;692.91;2771.64;"Pending";"SAVE10";"Instagram";"2024-09-11";9;"Credit Card";"673 Main St";"TRK55009149"
"ORD200224";"C18567";"Printer";4;91.46;365.84;"Cancelled";"SAVE10";"Referral";"2023-09-23";9;"Cash";"507 Main St";"TRK17554673"
"ORD200225";"C99879";"Phone";3;273.96;821.88;"Returned";"SAVE10";"Google";"2024-03-13";8;"Debit Card";"692 Main St";"TRK50246700"
"ORD200226";"C31501";"Desk";3;588.05;1764.15;"Delivered";"no code";"Instagram";"2025-06-27";8;"Gift Card";"242 Main St";"TRK93063929"
"ORD200227";"C93220";"Monitor";2;365.17;730.34;"Cancelled";"FREESHIP";"Facebook";"2023-11-02";4;"Online";"353 Main St";"TRK89023251"
"ORD200228";"C57867";"Chair";4;385.92;1543.68;"Cancelled";"no code";"Instagram";"2023-05-17";8;"Credit Card";"579 Main St";"TRK92055007"
"ORD200229";"C62622";"Tablet";1;562.61;562.61;"Delivered";"WINTER15";"Facebook";"2025-03-28";3;"Credit Card";"762 Main St";"TRK70997648"
"ORD200230";"C94595";"Desk";4;61.91;247.64;"Delivered";"WINTER15";"Email";"2023-12-16";6;"Gift Card";"948 Main St";"TRK24497305"
"ORD200231";"C30955";"Phone";4;41.9;167.6;"Pending";"FREESHIP";"Instagram";"2023-11-05";9;"Gift Card";"327 Main St";"TRK46898848"
"ORD200232";"C20731";"Printer";4;444.44;1777.76;"Cancelled";"WINTER15";"Google";"2023-05-19";8;"Debit Card";"610 Main St";"TRK75568437"
"ORD200233";"C30168";"Phone";3;311.33;933.99;"Cancelled";"WINTER15";"Instagram";"2024-08-24";3;"Cash";"146 Main St";"TRK73699939"
"ORD200234";"C79842";"Printer";4;236.41;945.64;"Pending";"SAVE10";"Google";"2024-11-26";7;"Debit Card";"337 Main St";"TRK26957950"
"ORD200235";"C32854";"Desk";1;65.45;65.45;"Pending";"WINTER15";"Google";"2023-02-20";2;"Cash";"815 Main St";"TRK30009218"
"ORD200236";"C14847";"Monitor";1;318.81;318.81;"Pending";"WINTER15";"Email";"2023-01-01";3;"Debit Card";"562 Main St";"TRK39663243"
"ORD200237";"C88645";"Monitor";3;583.72;1751.16;"Shipped";"FREESHIP";"Facebook";"2024-03-14";5;"Credit Card";"783 Main St";"TRK74097570"
"ORD200238";"C66149";"Desk";4;384.32;1537.28;"Pending";"WINTER15";"Google";"2024-12-13";6;"Credit Card";"770 Main St";"TRK76307307"
"ORD200239";"C20256";"Tablet";3;538.74;1616.22;"Shipped";"FREESHIP";"Email";"2024-12-11";6;"Online";"456 Main St";"TRK71127943"
"ORD200240";"C14983";"Tablet";1;17.24;17.24;"Pending";"FREESHIP";"Instagram";"2023-07-12";2;"Online";"255 Main St";"TRK93444157"
"ORD200241";"C20817";"Chair";5;615.67;3078.35;"Pending";"SAVE10";"Email";"2023-05-16";6;"Online";"407 Main St";"TRK44164590"
"ORD200242";"C94921";"Printer";2;219.1;438.2;"Pending";"SAVE10";"Referral";"2023-05-09";4;"Online";"134 Main St";"TRK97794327"
"ORD200243";"C54725";"Chair";2;144.66;289.32;"Cancelled";"FREESHIP";"Google";"2025-05-09";7;"Online";"506 Main St";"TRK30601940"
"ORD200244";"C98096";"Desk";2;317.77;635.54;"Cancelled";"WINTER15";"Facebook";"2023-02-16";4;"Debit Card";"838 Main St";"TRK51518631"
"ORD200245";"C12667";"Laptop";1;223.3;223.3;"Returned";"no code";"Facebook";"2025-04-20";1;"Online";"306 Main St";"TRK25390491"
"ORD200246";"C55354";"Desk";2;342.11;684.22;"Shipped";"WINTER15";"Instagram";"2024-08-30";2;"Gift Card";"164 Main St";"TRK15439493"
"ORD200247";"C14600";"Printer";2;220.9;441.8;"Shipped";"no code";"Email";"2023-07-20";4;"Gift Card";"785 Main St";"TRK84984764"
"ORD200248";"C97187";"Laptop";1;670.54;670.54;"Shipped";"FREESHIP";"Referral";"2023-07-02";6;"Cash";"471 Main St";"TRK62283713"
"ORD200249";"C39106";"Printer";1;546.19;546.19;"Pending";"FREESHIP";"Referral";"2024-02-07";5;"Cash";"245 Main St";"TRK35464433"
"ORD200250";"C93379";"Desk";3;42.95;128.85;"Returned";"SAVE10";"Email";"2023-04-05";8;"Gift Card";"318 Main St";"TRK67954150"
"ORD200251";"C93175";"Monitor";4;14.69;58.76;"Cancelled";"no code";"Email";"2025-05-15";9;"Cash";"814 Main St";"TRK32995144"
"ORD200252";"C19648";"Phone";4;668.36;2673.44;"Cancelled";"FREESHIP";"Facebook";"2024-09-20";5;"Gift Card";"821 Main St";"TRK51297879"
"ORD200253";"C14891";"Chair";4;413.74;1654.96;"Returned";"FREESHIP";"Instagram";"2024-03-23";7;"Gift Card";"743 Main St";"TRK79471534"
"ORD200254";"C10866";"Monitor";3;263.19;789.57;"Delivered";"no code";"Instagram";"2023-12-26";5;"Online";"770 Main St";"TRK34809583"
"ORD200255";"C47283";"Monitor";1;263.96;263.96;"Returned";"SAVE10";"Google";"2024-05-13";2;"Gift Card";"806 Main St";"TRK56235117"
"ORD200256";"C94323";"Chair";5;75.81;379.05;"Returned";"WINTER15";"Instagram";"2025-06-30";10;"Gift Card";"463 Main St";"TRK22663277"
"ORD200257";"C89732";"Phone";1;406.22;406.22;"Cancelled";"SAVE10";"Referral";"2024-04-23";5;"Credit Card";"712 Main St";"TRK41059233"
"ORD200258";"C87764";"Tablet";2;103.41;206.82;"Shipped";"FREESHIP";"Referral";"2024-02-26";2;"Online";"294 Main St";"TRK94082469"
"ORD200259";"C20977";"Chair";4;435.12;1740.48;"Delivered";"SAVE10";"Instagram";"2023-06-11";9;"Credit Card";"636 Main St";"TRK54991561"
"ORD200260";"C12245";"Monitor";2;407.79;815.58;"Shipped";"no code";"Google";"2023-05-17";3;"Debit Card";"153 Main St";"TRK22000463"
"ORD200261";"C68976";"Phone";5;173.65;868.25;"Delivered";"SAVE10";"Email";"2025-05-28";9;"Gift Card";"460 Main St";"TRK25491356"
"ORD200262";"C69476";"Phone";4;249.07;996.28;"Returned";"WINTER15";"Referral";"2023-01-10";5;"Credit Card";"642 Main St";"TRK65869386"
"ORD200263";"C71040";"Phone";4;434.85;1739.4;"Pending";"WINTER15";"Google";"2023-03-25";4;"Credit Card";"250 Main St";"TRK41397604"
"ORD200264";"C71035";"Tablet";1;436.77;436.77;"Returned";"FREESHIP";"Google";"2024-08-03";5;"Cash";"977 Main St";"TRK19599578"
"ORD200265";"C20752";"Printer";1;572.13;572.13;"Cancelled";"SAVE10";"Google";"2023-12-22";4;"Debit Card";"150 Main St";"TRK22298450"
"ORD200266";"C38840";"Chair";4;583.07;2332.28;"Cancelled";"FREESHIP";"Referral";"2024-06-08";6;"Credit Card";"589 Main St";"TRK48484633"
"ORD200267";"C84480";"Chair";5;468.51;2342.55;"Delivered";"no code";"Facebook";"2025-04-17";9;"Debit Card";"803 Main St";"TRK62361867"
"ORD200268";"C37032";"Phone";2;423.88;847.76;"Delivered";"SAVE10";"Referral";"2023-08-11";7;"Debit Card";"655 Main St";"TRK48639226"
"ORD200269";"C48942";"Tablet";4;663.67;2654.68;"Pending";"FREESHIP";"Google";"2023-11-25";7;"Credit Card";"129 Main St";"TRK29355120"
"ORD200270";"C13540";"Printer";4;309.91;1239.64;"Shipped";"WINTER15";"Google";"2023-06-04";5;"Debit Card";"127 Main St";"TRK81087373"
"ORD200271";"C59572";"Monitor";1;542.07;542.07;"Shipped";"WINTER15";"Referral";"2023-03-28";6;"Cash";"791 Main St";"TRK16792991"
"ORD200272";"C29758";"Chair";2;399.32;798.64;"Pending";"WINTER15";"Instagram";"2023-09-19";6;"Online";"119 Main St";"TRK12990043"
"ORD200273";"C11849";"Tablet";2;238.25;476.5;"Cancelled";"FREESHIP";"Email";"2024-10-27";7;"Online";"974 Main St";"TRK91195261"
"ORD200274";"C50967";"Phone";2;182.4;364.8;"Cancelled";"SAVE10";"Referral";"2023-02-04";5;"Gift Card";"884 Main St";"TRK65300814"
"ORD200275";"C80735";"Chair";2;65.07;130.14;"Cancelled";"SAVE10";"Google";"2023-11-04";4;"Credit Card";"360 Main St";"TRK99880231"
"ORD200276";"C99050";"Printer";2;600.57;1201.14;"Returned";"WINTER15";"Instagram";"2025-03-29";3;"Debit Card";"654 Main St";"TRK56927089"
"ORD200277";"C11210";"Chair";5;90.92;454.6;"Delivered";"SAVE10";"Facebook";"2024-09-09";9;"Credit Card";"910 Main St";"TRK44929965"
"ORD200278";"C46015";"Laptop";5;362.46;1812.3;"Delivered";"FREESHIP";"Instagram";"2024-11-18";6;"Cash";"299 Main St";"TRK46598430"
"ORD200279";"C69167";"Chair";3;55.01;165.03;"Pending";"WINTER15";"Email";"2023-10-20";7;"Online";"263 Main St";"TRK12425655"
"ORD200280";"C55388";"Tablet";3;404.62;1213.86;"Delivered";"FREESHIP";"Instagram";"2023-03-27";6;"Gift Card";"740 Main St";"TRK75741001"
"ORD200281";"C87181";"Desk";4;654.79;2619.16;"Pending";"no code";"Referral";"2023-07-27";9;"Cash";"195 Main St";"TRK60093390"
"ORD200282";"C30411";"Printer";4;637.79;2551.16;"Cancelled";"FREESHIP";"Google";"2025-04-22";9;"Gift Card";"375 Main St";"TRK71810536"
"ORD200283";"C39638";"Laptop";4;540.33;2161.32;"Shipped";"no code";"Google";"2025-02-28";6;"Cash";"990 Main St";"TRK69745608"
"ORD200284";"C27203";"Laptop";5;208.17;1040.85;"Returned";"SAVE10";"Facebook";"2023-02-16";6;"Credit Card";"516 Main St";"TRK22023906"
"ORD200285";"C67583";"Phone";1;338.31;338.31;"Delivered";"no code";"Google";"2025-06-10";3;"Online";"974 Main St";"TRK93281700"
"ORD200286";"C70554";"Monitor";3;139.45;418.35;"Returned";"WINTER15";"Google";"2025-04-07";8;"Gift Card";"187 Main St";"TRK61086952"
"ORD200287";"C70437";"Chair";4;655.18;2620.72;"Shipped";"no code";"Facebook";"2023-11-24";5;"Online";"630 Main St";"TRK26628830"
"ORD200288";"C97643";"Laptop";4;512.75;2051.0;"Returned";"WINTER15";"Google";"2023-03-12";8;"Debit Card";"537 Main St";"TRK60831391"
"ORD200289";"C17136";"Chair";4;160.49;641.96;"Shipped";"WINTER15";"Referral";"2023-07-26";8;"Credit Card";"333 Main St";"TRK55362541"
"ORD200290";"C24901";"Chair";3;99.9;299.7;"Delivered";"FREESHIP";"Facebook";"2023-05-05";8;"Cash";"258 Main St";"TRK14029489"
"ORD200291";"C61521";"Phone";2;345.01;690.02;"Delivered";"FREESHIP";"Google";"2024-05-12";6;"Credit Card";"670 Main St";"TRK93676567"
"ORD200292";"C39639";"Monitor";1;65.95;65.95;"Delivered";"no code";"Facebook";"2025-01-15";5;"Credit Card";"185 Main St";"TRK31042152"
"ORD200293";"C33220";"Tablet";4;463.04;1852.16;"Returned";"no code";"Instagram";"2023-02-16";9;"Gift Card";"564 Main St";"TRK40450219"
"ORD200294";"C65414";"Phone";2;297.71;595.42;"Shipped";"SAVE10";"Referral";"2025-04-01";7;"Online";"208 Main St";"TRK67562517"
"ORD200295";"C49009";"Printer";5;107.48;537.4;"Cancelled";"FREESHIP";"Email";"2023-01-25";9;"Debit Card";"278 Main St";"TRK46285799"
"ORD200296";"C48453";"Desk";5;638.8;3194.0;"Cancelled";"WINTER15";"Referral";"2024-06-19";10;"Debit Card";"434 Main St";"TRK52110494"
"ORD200297";"C68078";"Desk";2;493.88;987.76;"Returned";"SAVE10";"Instagram";"2023-02-22";7;"Credit Card";"252 Main St";"TRK64862812"
"ORD200298";"C19402";"Printer";4;301.17;1204.68;"Cancelled";"no code";"Email";"2023-12-19";6;"Online";"267 Main St";"TRK97825212"
"ORD200299";"C30711";"Monitor";1;278.66;278.66;"Cancelled";"FREESHIP";"Instagram";"2024-01-20";2;"Gift Card";"856 Main St";"TRK42696593"
"ORD200300";"C39000";"Phone";1;287.46;287.46;"Returned";"FREESHIP";"Facebook";"2024-09-02";3;"Debit Card";"894 Main St";"TRK33753945"
"ORD200301";"C31105";"Chair";1;583.99;583.99;"Cancelled";"SAVE10";"Email";"2023-05-11";2;"Cash";"726 Main St";"TRK40149095"
"ORD200302";"C29432";"Chair";3;468.74;1406.22;"Pending";"FREESHIP";"Instagram";"2023-05-16";4;"Cash";"121 Main St";"TRK44142517"
"ORD200303";"C48531";"Tablet";1;30.54;30.54;"Returned";"no code";"Google";"2024-12-07";1;"Debit Card";"368 Main St";"TRK95462192"
"ORD200304";"C86762";"Monitor";5;408.73;2043.65;"Delivered";"FREESHIP";"Instagram";"2024-10-18";10;"Gift Card";"326 Main St";"TRK75686292"
"ORD200305";"C63822";"Laptop";4;126.89;507.56;"Pending";"FREESHIP";"Instagram";"2023-11-25";9;"Cash";"235 Main St";"TRK59353216"
"ORD200306";"C70495";"Printer";2;57.07;114.14;"Returned";"SAVE10";"Instagram";"2024-06-07";3;"Debit Card";"238 Main St";"TRK65511225"
"ORD200307";"C92407";"Laptop";3;557.41;1672.23;"Delivered";"no code";"Email";"2023-07-01";4;"Online";"135 Main St";"TRK11755610"
"ORD200308";"C75888";"Printer";3;448.9;1346.7;"Returned";"SAVE10";"Instagram";"2023-12-11";7;"Debit Card";"790 Main St";"TRK98467398"
"ORD200309";"C63153";"Chair";4;549.76;2199.04;"Delivered";"FREESHIP";"Facebook";"2023-10-03";4;"Debit Card";"625 Main St";"TRK38033305"
"ORD200310";"C85863";"Printer";3;132.48;397.44;"Shipped";"no code";"Referral";"2024-02-24";4;"Online";"968 Main St";"TRK16094218"
"ORD200311";"C71698";"Desk";5;489.37;2446.85;"Returned";"no code";"Instagram";"2025-05-17";8;"Online";"274 Main St";"TRK34786818"
"ORD200312";"C35397";"Printer";5;66.31;331.55;"Pending";"FREESHIP";"Referral";"2025-05-24";7;"Gift Card";"579 Main St";"TRK64742535"
"ORD200313";"C67687";"Chair";2;434.3;868.6;"Delivered";"SAVE10";"Instagram";"2023-07-09";7;"Cash";"978 Main St";"TRK22838735"
"ORD200314";"C29931";"Desk";4;153.09;612.36;"Delivered";"FREESHIP";"Referral";"2023-10-04";4;"Online";"540 Main St";"TRK48712417"
"ORD200315";"C59139";"Tablet";5;91.67;458.35;"Cancelled";"FREESHIP";"Email";"2025-05-12";9;"Online";"301 Main St";"TRK45507090"
"ORD200316";"C66078";"Desk";4;275.28;1101.12;"Shipped";"WINTER15";"Facebook";"2023-10-02";9;"Gift Card";"101 Main St";"TRK86474559"
"ORD200317";"C88370";"Monitor";2;139.95;279.9;"Returned";"no code";"Instagram";"2023-04-10";5;"Online";"339 Main St";"TRK22575151"
"ORD200318";"C93375";"Chair";3;148.72;446.16;"Cancelled";"SAVE10";"Google";"2024-07-27";7;"Debit Card";"317 Main St";"TRK95706967"
"ORD200319";"C53049";"Laptop";2;563.06;1126.12;"Returned";"no code";"Instagram";"2023-12-02";6;"Cash";"413 Main St";"TRK48974907"
"ORD200320";"C55590";"Printer";1;625.51;625.51;"Shipped";"FREESHIP";"Facebook";"2024-12-19";1;"Credit Card";"772 Main St";"TRK48792951"
"ORD200321";"C47086";"Phone";4;152.29;609.16;"Cancelled";"WINTER15";"Google";"2023-08-09";6;"Debit Card";"135 Main St";"TRK44194358"
"ORD200322";"C48646";"Phone";5;231.82;1159.1;"Delivered";"SAVE10";"Facebook";"2024-06-14";6;"Debit Card";"339 Main St";"TRK18233748"
"ORD200323";"C29416";"Laptop";1;150.17;150.17;"Returned";"SAVE10";"Referral";"2025-01-26";1;"Debit Card";"414 Main St";"TRK63820842"
"ORD200324";"C13525";"Tablet";3;70.93;212.79;"Returned";"no code";"Referral";"2024-06-13";5;"Debit Card";"847 Main St";"TRK70193221"
"ORD200325";"C53545";"Desk";3;361.39;1084.17;"Shipped";"no code";"Referral";"2023-06-29";8;"Credit Card";"665 Main St";"TRK61123177"
"ORD200326";"C65986";"Laptop";5;670.48;3352.4;"Returned";"SAVE10";"Facebook";"2024-07-01";5;"Gift Card";"273 Main St";"TRK98353867"
"ORD200327";"C17302";"Phone";1;359.99;359.99;"Cancelled";"SAVE10";"Email";"2023-07-25";5;"Gift Card";"385 Main St";"TRK43940016"
"ORD200328";"C18404";"Tablet";5;674.04;3370.2;"Cancelled";"SAVE10";"Google";"2023-02-28";7;"Online";"546 Main St";"TRK89401624"
"ORD200329";"C88371";"Chair";4;283.16;1132.64;"Shipped";"no code";"Google";"2024-12-25";6;"Credit Card";"306 Main St";"TRK63224811"
"ORD200330";"C38068";"Desk";5;260.53;1302.65;"Pending";"SAVE10";"Instagram";"2024-06-02";5;"Gift Card";"532 Main St";"TRK54059198"
"ORD200331";"C78724";"Printer";3;422.13;1266.39;"Delivered";"SAVE10";"Facebook";"2023-04-15";7;"Online";"187 Main St";"TRK25703134"
"ORD200332";"C26163";"Desk";5;125.02;625.1;"Pending";"SAVE10";"Google";"2024-07-03";9;"Debit Card";"607 Main St";"TRK67499316"
"ORD200333";"C87124";"Phone";1;198.51;198.51;"Returned";"WINTER15";"Instagram";"2024-04-16";5;"Credit Card";"818 Main St";"TRK52086740"
"ORD200334";"C90348";"Chair";4;224.75;899.0;"Delivered";"WINTER15";"Facebook";"2024-03-26";7;"Online";"728 Main St";"TRK20635777"
"ORD200335";"C58721";"Tablet";3;205.86;617.58;"Shipped";"no code";"Email";"2025-03-03";4;"Gift Card";"978 Main St";"TRK34801199"
"ORD200336";"C88174";"Laptop";1;18.2;18.2;"Pending";"SAVE10";"Instagram";"2023-12-29";4;"Debit Card";"441 Main St";"TRK10143345"
"ORD200337";"C77763";"Tablet";3;502.77;1508.31;"Returned";"WINTER15";"Email";"2023-05-29";8;"Debit Card";"599 Main St";"TRK66980447"
"ORD200338";"C53627";"Phone";5;305.49;1527.45;"Shipped";"no code";"Referral";"2023-11-08";10;"Debit Card";"704 Main St";"TRK64112352"
"ORD200339";"C84563";"Printer";2;236.33;472.66;"Pending";"SAVE10";"Instagram";"2024-04-10";3;"Online";"398 Main St";"TRK62422797"
"ORD200340";"C76207";"Laptop";5;521.25;2606.25;"Cancelled";"no code";"Email";"2023-04-23";8;"Cash";"826 Main St";"TRK25569378"
"ORD200341";"C94671";"Tablet";1;167.15;167.15;"Shipped";"WINTER15";"Email";"2024-09-23";5;"Gift Card";"293 Main St";"TRK61357272"
"ORD200342";"C69994";"Monitor";5;466.42;2332.1;"Returned";"no code";"Referral";"2025-06-24";5;"Gift Card";"619 Main St";"TRK95935805"
"ORD200343";"C64638";"Printer";1;527.57;527.57;"Pending";"FREESHIP";"Facebook";"2023-02-26";3;"Debit Card";"919 Main St";"TRK64087938"
"ORD200344";"C95623";"Tablet";3;623.34;1870.02;"Cancelled";"SAVE10";"Instagram";"2025-03-06";3;"Online";"248 Main St";"TRK67558189"
"ORD200345";"C24751";"Tablet";5;501.26;2506.3;"Shipped";"FREESHIP";"Referral";"2023-12-07";10;"Gift Card";"259 Main St";"TRK37285406"
"ORD200346";"C31764";"Tablet";1;655.09;655.09;"Pending";"no code";"Referral";"2024-12-06";6;"Cash";"876 Main St";"TRK44680433"
"ORD200347";"C83556";"Printer";4;264.79;1059.16;"Pending";"SAVE10";"Google";"2024-02-03";5;"Credit Card";"380 Main St";"TRK21109187"
"ORD200348";"C24369";"Laptop";3;359.73;1079.19;"Returned";"FREESHIP";"Email";"2024-03-13";7;"Debit Card";"885 Main St";"TRK72633998"
"ORD200349";"C39648";"Chair";1;465.33;465.33;"Delivered";"FREESHIP";"Google";"2023-11-30";2;"Gift Card";"824 Main St";"TRK56016905"
"ORD200350";"C13296";"Chair";2;54.41;108.82;"Shipped";"no code";"Instagram";"2023-06-03";6;"Online";"495 Main St";"TRK60127216"
"ORD200351";"C94248";"Laptop";1;64.66;64.66;"Delivered";"no code";"Instagram";"2025-02-15";4;"Debit Card";"494 Main St";"TRK89406816"
"ORD200352";"C26637";"Chair";5;173.96;869.8;"Pending";"WINTER15";"Instagram";"2023-08-31";8;"Debit Card";"995 Main St";"TRK59546992"
"ORD200353";"C16012";"Tablet";1;630.82;630.82;"Delivered";"FREESHIP";"Google";"2025-03-28";5;"Online";"171 Main St";"TRK15195225"
"ORD200354";"C31772";"Phone";1;693.41;693.41;"Shipped";"no code";"Instagram";"2023-07-11";4;"Debit Card";"992 Main St";"TRK11970357"
"ORD200355";"C18353";"Tablet";3;433.33;1299.99;"Cancelled";"FREESHIP";"Referral";"2025-06-03";4;"Credit Card";"677 Main St";"TRK78766533"
"ORD200356";"C26966";"Printer";5;374.58;1872.9;"Cancelled";"FREESHIP";"Instagram";"2023-05-06";10;"Gift Card";"907 Main St";"TRK83889574"
"ORD200357";"C74982";"Laptop";5;408.56;2042.8;"Delivered";"FREESHIP";"Instagram";"2023-07-08";8;"Debit Card";"398 Main St";"TRK98700702"
"ORD200358";"C70633";"Tablet";2;183.67;367.34;"Cancelled";"SAVE10";"Google";"2024-04-07";3;"Online";"747 Main St";"TRK82540521"
